Metadata,,,,Phage,,,Bacteria counts,,,,Bacteria CFU,,,,ln(Malthusian parameters),,,Selection rate constants,
Diversity,Phage,Timepoint,Replicate,phage_count,phage_dilution,PFU,SM_count,CRISPR_count,BIM_count,dilution,SM_CFU,CRISPR_CFU,BIM_CFU,total_CFU,mSM,mCRISPR,mBIM,rCRISPR,rBIM
6,poly,5,1,,,,,,,,,,,,,,,,
6,poly,5,2,,,,,,,,,,,,,,,,
6,poly,5,3,,,,,,,,,,,,,,,,
6,poly,5,4,,,,,,,,,,,,,,,,
6,poly,5,5,,,,,,,,,,,,,,,,
6,poly,5,6,,,,,,,,,,,,,,,,
6,poly,5,7,,,,,,,,,,,,,,,,
6,poly,5,8,,,,,,,,,,,,,,,,
6,poly,5,9,,,,,,,,,,,,,,,,
6,poly,5,10,,,,,,,,,,,,,,,,
6,poly,5,11,,,,,,,,,,,,,,,,
6,poly,5,12,,,,,,,,,,,,,,,,
6,poly,5,13,,,,,,,,,,,,,,,,
6,poly,5,14,,,,,,,,,,,,,,,,
6,poly,5,15,,,,,,,,,,,,,,,,
6,poly,5,16,,,,,,,,,,,,,,,,
12,mono,5,1,,,,,,,,,,,,,,,,
12,mono,5,2,,,,,,,,,,,,,,,,
12,mono,5,3,,,,,,,,,,,,,,,,
12,mono,5,4,,,,,,,,,,,,,,,,
12,mono,5,5,,,,,,,,,,,,,,,,
12,mono,5,6,,,,,,,,,,,,,,,,
12,mono,5,7,,,,,,,,,,,,,,,,
12,mono,5,8,,,,,,,,,,,,,,,,
12,mono,5,9,,,,,,,,,,,,,,,,
12,mono,5,10,,,,,,,,,,,,,,,,
12,mono,5,11,,,,,,,,,,,,,,,,
12,mono,5,12,,,,,,,,,,,,,,,,
12,mono,5,13,,,,,,,,,,,,,,,,
12,mono,5,14,,,,,,,,,,,,,,,,
12,mono,5,15,,,,,,,,,,,,,,,,
12,mono,5,16,,,,,,,,,,,,,,,,
12,poly,5,1,,,,,,,,,,,,,,,,
12,poly,5,2,,,,,,,,,,,,,,,,
12,poly,5,3,,,,,,,,,,,,,,,,
12,poly,5,4,,,,,,,,,,,,,,,,
12,poly,5,5,,,,,,,,,,,,,,,,
12,poly,5,6,,,,,,,,,,,,,,,,
12,poly,5,7,,,,,,,,,,,,,,,,
12,poly,5,8,,,,,,,,,,,,,,,,
12,poly,5,9,,,,,,,,,,,,,,,,
12,poly,5,10,,,,,,,,,,,,,,,,
12,poly,5,11,,,,,,,,,,,,,,,,
12,poly,5,12,,,,,,,,,,,,,,,,
12,poly,5,13,,,,,,,,,,,,,,,,
12,poly,5,14,,,,,,,,,,,,,,,,
12,poly,5,15,,,,,,,,,,,,,,,,
12,poly,5,16,,,,,,,,,,,,,,,,
24,mono,5,1,,,,,,,,,,,,,,,,
24,mono,5,2,,,,,,,,,,,,,,,,
24,mono,5,3,,,,,,,,,,,,,,,,
24,mono,5,4,,,,,,,,,,,,,,,,
24,mono,5,5,,,,,,,,,,,,,,,,
24,mono,5,6,,,,,,,,,,,,,,,,
24,mono,5,7,,,,,,,,,,,,,,,,
24,mono,5,8,,,,,,,,,,,,,,,,
24,mono,5,9,,,,,,,,,,,,,,,,
24,mono,5,10,,,,,,,,,,,,,,,,
24,mono,5,11,,,,,,,,,,,,,,,,
24,mono,5,12,,,,,,,,,,,,,,,,
24,mono,5,13,,,,,,,,,,,,,,,,
24,mono,5,14,,,,,,,,,,,,,,,,
24,mono,5,15,,,,,,,,,,,,,,,,
24,mono,5,16,,,,,,,,,,,,,,,,
24,poly,5,1,,,,,,,,,,,,,,,,
24,poly,5,2,,,,,,,,,,,,,,,,
24,poly,5,3,,,,,,,,,,,,,,,,
24,poly,5,4,,,,,,,,,,,,,,,,
24,poly,5,5,,,,,,,,,,,,,,,,
24,poly,5,6,,,,,,,,,,,,,,,,
24,poly,5,7,,,,,,,,,,,,,,,,
24,poly,5,8,,,,,,,,,,,,,,,,
24,poly,5,9,,,,,,,,,,,,,,,,
24,poly,5,10,,,,,,,,,,,,,,,,
24,poly,5,11,,,,,,,,,,,,,,,,
24,poly,5,12,,,,,,,,,,,,,,,,
24,poly,5,13,,,,,,,,,,,,,,,,
24,poly,5,14,,,,,,,,,,,,,,,,
24,poly,5,15,,,,,,,,,,,,,,,,
24,poly,5,16,,,,,,,,,,,,,,,,
48,mono,5,1,,,,,,,,,,,,,,,,
48,mono,5,2,,,,,,,,,,,,,,,,
48,mono,5,3,,,,,,,,,,,,,,,,
48,mono,5,4,,,,,,,,,,,,,,,,
48,mono,5,5,,,,,,,,,,,,,,,,
48,mono,5,6,,,,,,,,,,,,,,,,
48,mono,5,7,,,,,,,,,,,,,,,,
48,mono,5,8,,,,,,,,,,,,,,,,
48,mono,5,9,,,,,,,,,,,,,,,,
48,mono,5,10,,,,,,,,,,,,,,,,
48,mono,5,11,,,,,,,,,,,,,,,,
48,mono,5,12,,,,,,,,,,,,,,,,
48,mono,5,13,,,,,,,,,,,,,,,,
48,mono,5,14,,,,,,,,,,,,,,,,
48,mono,5,15,,,,,,,,,,,,,,,,
48,mono,5,16,,,,,,,,,,,,,,,,
48,poly,5,1,,,,,,,,,,,,,,,,
48,poly,5,2,,,,,,,,,,,,,,,,
48,poly,5,3,,,,,,,,,,,,,,,,
48,poly,5,4,,,,,,,,,,,,,,,,
48,poly,5,5,,,,,,,,,,,,,,,,
48,poly,5,6,,,,,,,,,,,,,,,,
48,poly,5,7,,,,,,,,,,,,,,,,
48,poly,5,8,,,,,,,,,,,,,,,,
48,poly,5,9,,,,,,,,,,,,,,,,
48,poly,5,10,,,,,,,,,,,,,,,,
48,poly,5,11,,,,,,,,,,,,,,,,
48,poly,5,12,,,,,,,,,,,,,,,,
48,poly,5,13,,,,,,,,,,,,,,,,
48,poly,5,14,,,,,,,,,,,,,,,,
48,poly,5,15,,,,,,,,,,,,,,,,
48,poly,5,16,,,,,,,,,,,,,,,,
3,mono,6,1,,,,,,,,,,,,,,,,
3,mono,6,2,,,,,,,,,,,,,,,,
3,mono,6,3,,,,,,,,,,,,,,,,
3,mono,6,4,,,,,,,,,,,,,,,,
3,mono,6,5,,,,,,,,,,,,,,,,
3,mono,6,6,,,,,,,,,,,,,,,,
3,mono,6,7,,,,,,,,,,,,,,,,
3,mono,6,8,,,,,,,,,,,,,,,,
3,mono,6,9,,,,,,,,,,,,,,,,
3,mono,6,10,,,,,,,,,,,,,,,,
3,mono,6,11,,,,,,,,,,,,,,,,
3,mono,6,12,,,,,,,,,,,,,,,,
3,mono,6,13,,,,,,,,,,,,,,,,
3,mono,6,14,,,,,,,,,,,,,,,,
3,mono,6,15,,,,,,,,,,,,,,,,
3,mono,6,16,,,,,,,,,,,,,,,,
3,poly,6,1,,,,,,,,,,,,,,,,
3,poly,6,2,,,,,,,,,,,,,,,,
3,poly,6,3,,,,,,,,,,,,,,,,
3,poly,6,4,,,,,,,,,,,,,,,,
3,poly,6,5,,,,,,,,,,,,,,,,
3,poly,6,6,,,,,,,,,,,,,,,,
3,poly,6,7,,,,,,,,,,,,,,,,
3,poly,6,8,,,,,,,,,,,,,,,,
3,poly,6,9,,,,,,,,,,,,,,,,
3,poly,6,10,,,,,,,,,,,,,,,,
3,poly,6,11,,,,,,,,,,,,,,,,
3,poly,6,12,,,,,,,,,,,,,,,,
3,poly,6,13,,,,,,,,,,,,,,,,
3,poly,6,14,,,,,,,,,,,,,,,,
3,poly,6,15,,,,,,,,,,,,,,,,
3,poly,6,16,,,,,,,,,,,,,,,,
6,mono,6,1,,,,,,,,,,,,,,,,
6,mono,6,2,,,,,,,,,,,,,,,,
6,mono,6,3,,,,,,,,,,,,,,,,
6,mono,6,4,,,,,,,,,,,,,,,,
6,mono,6,5,,,,,,,,,,,,,,,,
6,mono,6,6,,,,,,,,,,,,,,,,
6,mono,6,7,,,,,,,,,,,,,,,,
6,mono,6,8,,,,,,,,,,,,,,,,
6,mono,6,9,,,,,,,,,,,,,,,,
6,mono,6,10,,,,,,,,,,,,,,,,
6,mono,6,11,,,,,,,,,,,,,,,,
6,mono,6,12,,,,,,,,,,,,,,,,
6,mono,6,13,,,,,,,,,,,,,,,,
6,mono,6,14,,,,,,,,,,,,,,,,
6,mono,6,15,,,,,,,,,,,,,,,,
6,mono,6,16,,,,,,,,,,,,,,,,
6,poly,6,1,,,,,,,,,,,,,,,,
6,poly,6,2,,,,,,,,,,,,,,,,
6,poly,6,3,,,,,,,,,,,,,,,,
6,poly,6,4,,,,,,,,,,,,,,,,
6,poly,6,5,,,,,,,,,,,,,,,,
6,poly,6,6,,,,,,,,,,,,,,,,
6,poly,6,7,,,,,,,,,,,,,,,,
6,poly,6,8,,,,,,,,,,,,,,,,
6,poly,6,9,,,,,,,,,,,,,,,,
6,poly,6,10,,,,,,,,,,,,,,,,
6,poly,6,11,,,,,,,,,,,,,,,,
6,poly,6,12,,,,,,,,,,,,,,,,
6,poly,6,13,,,,,,,,,,,,,,,,
6,poly,6,14,,,,,,,,,,,,,,,,
6,poly,6,15,,,,,,,,,,,,,,,,
6,poly,6,16,,,,,,,,,,,,,,,,
12,mono,6,1,,,,,,,,,,,,,,,,
12,mono,6,2,,,,,,,,,,,,,,,,
12,mono,6,3,,,,,,,,,,,,,,,,
12,mono,6,4,,,,,,,,,,,,,,,,
12,mono,6,5,,,,,,,,,,,,,,,,
12,mono,6,6,,,,,,,,,,,,,,,,
12,mono,6,7,,,,,,,,,,,,,,,,
12,mono,6,8,,,,,,,,,,,,,,,,
12,mono,6,9,,,,,,,,,,,,,,,,
12,mono,6,10,,,,,,,,,,,,,,,,
12,mono,6,11,,,,,,,,,,,,,,,,
12,mono,6,12,,,,,,,,,,,,,,,,
12,mono,6,13,,,,,,,,,,,,,,,,
12,mono,6,14,,,,,,,,,,,,,,,,
12,mono,6,15,,,,,,,,,,,,,,,,
12,mono,6,16,,,,,,,,,,,,,,,,
12,poly,6,1,,,,,,,,,,,,,,,,
12,poly,6,2,,,,,,,,,,,,,,,,
12,poly,6,3,,,,,,,,,,,,,,,,
12,poly,6,4,,,,,,,,,,,,,,,,
12,poly,6,5,,,,,,,,,,,,,,,,
12,poly,6,6,,,,,,,,,,,,,,,,
12,poly,6,7,,,,,,,,,,,,,,,,
12,poly,6,8,,,,,,,,,,,,,,,,
12,poly,6,9,,,,,,,,,,,,,,,,
12,poly,6,10,,,,,,,,,,,,,,,,
12,poly,6,11,,,,,,,,,,,,,,,,
12,poly,6,12,,,,,,,,,,,,,,,,
12,poly,6,13,,,,,,,,,,,,,,,,
12,poly,6,14,,,,,,,,,,,,,,,,
12,poly,6,15,,,,,,,,,,,,,,,,
12,poly,6,16,,,,,,,,,,,,,,,,
24,mono,6,1,,,,,,,,,,,,,,,,
24,mono,6,2,,,,,,,,,,,,,,,,
24,mono,6,3,,,,,,,,,,,,,,,,
24,mono,6,4,,,,,,,,,,,,,,,,
24,mono,6,5,,,,,,,,,,,,,,,,
24,mono,6,6,,,,,,,,,,,,,,,,
24,mono,6,7,,,,,,,,,,,,,,,,
24,mono,6,8,,,,,,,,,,,,,,,,
24,mono,6,9,,,,,,,,,,,,,,,,
24,mono,6,10,,,,,,,,,,,,,,,,
24,mono,6,11,,,,,,,,,,,,,,,,
24,mono,6,12,,,,,,,,,,,,,,,,
24,mono,6,13,,,,,,,,,,,,,,,,
24,mono,6,14,,,,,,,,,,,,,,,,
24,mono,6,15,,,,,,,,,,,,,,,,
24,mono,6,16,,,,,,,,,,,,,,,,
24,poly,6,1,,,,,,,,,,,,,,,,
24,poly,6,2,,,,,,,,,,,,,,,,
24,poly,6,3,,,,,,,,,,,,,,,,
24,poly,6,4,,,,,,,,,,,,,,,,
24,poly,6,5,,,,,,,,,,,,,,,,
24,poly,6,6,,,,,,,,,,,,,,,,
24,poly,6,7,,,,,,,,,,,,,,,,
24,poly,6,8,,,,,,,,,,,,,,,,
24,poly,6,9,,,,,,,,,,,,,,,,
24,poly,6,10,,,,,,,,,,,,,,,,
24,poly,6,11,,,,,,,,,,,,,,,,
24,poly,6,12,,,,,,,,,,,,,,,,
24,poly,6,13,,,,,,,,,,,,,,,,
24,poly,6,14,,,,,,,,,,,,,,,,
24,poly,6,15,,,,,,,,,,,,,,,,
24,poly,6,16,,,,,,,,,,,,,,,,
48,mono,6,1,,,,,,,,,,,,,,,,
48,mono,6,2,,,,,,,,,,,,,,,,
48,mono,6,3,,,,,,,,,,,,,,,,
48,mono,6,4,,,,,,,,,,,,,,,,
48,mono,6,5,,,,,,,,,,,,,,,,
48,mono,6,6,,,,,,,,,,,,,,,,
48,mono,6,7,,,,,,,,,,,,,,,,
48,mono,6,8,,,,,,,,,,,,,,,,
48,mono,6,9,,,,,,,,,,,,,,,,
48,mono,6,10,,,,,,,,,,,,,,,,
48,mono,6,11,,,,,,,,,,,,,,,,
48,mono,6,12,,,,,,,,,,,,,,,,
48,mono,6,13,,,,,,,,,,,,,,,,
48,mono,6,14,,,,,,,,,,,,,,,,
48,mono,6,15,,,,,,,,,,,,,,,,
48,mono,6,16,,,,,,,,,,,,,,,,
48,poly,6,1,,,,,,,,,,,,,,,,
48,poly,6,2,,,,,,,,,,,,,,,,
48,poly,6,3,,,,,,,,,,,,,,,,
48,poly,6,4,,,,,,,,,,,,,,,,
48,poly,6,5,,,,,,,,,,,,,,,,
48,poly,6,6,,,,,,,,,,,,,,,,
48,poly,6,7,,,,,,,,,,,,,,,,
48,poly,6,8,,,,,,,,,,,,,,,,
48,poly,6,9,,,,,,,,,,,,,,,,
48,poly,6,10,,,,,,,,,,,,,,,,
48,poly,6,11,,,,,,,,,,,,,,,,
48,poly,6,12,,,,,,,,,,,,,,,,
48,poly,6,13,,,,,,,,,,,,,,,,
48,poly,6,14,,,,,,,,,,,,,,,,
48,poly,6,15,,,,,,,,,,,,,,,,
48,poly,6,16,,,,,,,,,,,,,,,,
3,mono,7,1,,,,,,,,,,,,,,,,
3,mono,7,2,,,,,,,,,,,,,,,,
3,mono,7,3,,,,,,,,,,,,,,,,
3,mono,7,4,,,,,,,,,,,,,,,,
3,mono,7,5,,,,,,,,,,,,,,,,
3,mono,7,6,,,,,,,,,,,,,,,,
3,mono,7,7,,,,,,,,,,,,,,,,
3,mono,7,8,,,,,,,,,,,,,,,,
3,mono,7,9,,,,,,,,,,,,,,,,
3,mono,7,10,,,,,,,,,,,,,,,,
3,mono,7,11,,,,,,,,,,,,,,,,
3,mono,7,12,,,,,,,,,,,,,,,,
3,mono,7,13,,,,,,,,,,,,,,,,
3,mono,7,14,,,,,,,,,,,,,,,,
3,mono,7,15,,,,,,,,,,,,,,,,
3,mono,7,16,,,,,,,,,,,,,,,,
3,poly,7,1,,,,,,,,,,,,,,,,
3,poly,7,2,,,,,,,,,,,,,,,,
3,poly,7,3,,,,,,,,,,,,,,,,
3,poly,7,4,,,,,,,,,,,,,,,,
3,poly,7,5,,,,,,,,,,,,,,,,
3,poly,7,6,,,,,,,,,,,,,,,,
3,poly,7,7,,,,,,,,,,,,,,,,
3,poly,7,8,,,,,,,,,,,,,,,,
3,poly,7,9,,,,,,,,,,,,,,,,
3,poly,7,10,,,,,,,,,,,,,,,,
3,poly,7,11,,,,,,,,,,,,,,,,
3,poly,7,12,,,,,,,,,,,,,,,,
3,poly,7,13,,,,,,,,,,,,,,,,
3,poly,7,14,,,,,,,,,,,,,,,,
3,poly,7,15,,,,,,,,,,,,,,,,
3,poly,7,16,,,,,,,,,,,,,,,,
6,mono,7,1,,,,,,,,,,,,,,,,
6,mono,7,2,,,,,,,,,,,,,,,,
6,mono,7,3,,,,,,,,,,,,,,,,
6,mono,7,4,,,,,,,,,,,,,,,,
6,mono,7,5,,,,,,,,,,,,,,,,
6,mono,7,6,,,,,,,,,,,,,,,,
6,mono,7,7,,,,,,,,,,,,,,,,
6,mono,7,8,,,,,,,,,,,,,,,,
6,mono,7,9,,,,,,,,,,,,,,,,
6,mono,7,10,,,,,,,,,,,,,,,,
6,mono,7,11,,,,,,,,,,,,,,,,
6,mono,7,12,,,,,,,,,,,,,,,,
6,mono,7,13,,,,,,,,,,,,,,,,
6,mono,7,14,,,,,,,,,,,,,,,,
6,mono,7,15,,,,,,,,,,,,,,,,
6,mono,7,16,,,,,,,,,,,,,,,,
6,poly,7,1,,,,,,,,,,,,,,,,
6,poly,7,2,,,,,,,,,,,,,,,,
6,poly,7,3,,,,,,,,,,,,,,,,
6,poly,7,4,,,,,,,,,,,,,,,,
6,poly,7,5,,,,,,,,,,,,,,,,
6,poly,7,6,,,,,,,,,,,,,,,,
6,poly,7,7,,,,,,,,,,,,,,,,
6,poly,7,8,,,,,,,,,,,,,,,,
6,poly,7,9,,,,,,,,,,,,,,,,
6,poly,7,10,,,,,,,,,,,,,,,,
6,poly,7,11,,,,,,,,,,,,,,,,
6,poly,7,12,,,,,,,,,,,,,,,,
6,poly,7,13,,,,,,,,,,,,,,,,
6,poly,7,14,,,,,,,,,,,,,,,,
6,poly,7,15,,,,,,,,,,,,,,,,
6,poly,7,16,,,,,,,,,,,,,,,,
12,mono,7,1,,,,,,,,,,,,,,,,
12,mono,7,2,,,,,,,,,,,,,,,,
12,mono,7,3,,,,,,,,,,,,,,,,
12,mono,7,4,,,,,,,,,,,,,,,,
12,mono,7,5,,,,,,,,,,,,,,,,
12,mono,7,6,,,,,,,,,,,,,,,,
12,mono,7,7,,,,,,,,,,,,,,,,
12,mono,7,8,,,,,,,,,,,,,,,,
12,mono,7,9,,,,,,,,,,,,,,,,
12,mono,7,10,,,,,,,,,,,,,,,,
12,mono,7,11,,,,,,,,,,,,,,,,
12,mono,7,12,,,,,,,,,,,,,,,,
12,mono,7,13,,,,,,,,,,,,,,,,
12,mono,7,14,,,,,,,,,,,,,,,,
12,mono,7,15,,,,,,,,,,,,,,,,
12,mono,7,16,,,,,,,,,,,,,,,,
12,poly,7,1,,,,,,,,,,,,,,,,
12,poly,7,2,,,,,,,,,,,,,,,,
12,poly,7,3,,,,,,,,,,,,,,,,
12,poly,7,4,,,,,,,,,,,,,,,,
12,poly,7,5,,,,,,,,,,,,,,,,
12,poly,7,6,,,,,,,,,,,,,,,,
12,poly,7,7,,,,,,,,,,,,,,,,
12,poly,7,8,,,,,,,,,,,,,,,,
12,poly,7,9,,,,,,,,,,,,,,,,
12,poly,7,10,,,,,,,,,,,,,,,,
12,poly,7,11,,,,,,,,,,,,,,,,
12,poly,7,12,,,,,,,,,,,,,,,,
12,poly,7,13,,,,,,,,,,,,,,,,
12,poly,7,14,,,,,,,,,,,,,,,,
12,poly,7,15,,,,,,,,,,,,,,,,
12,poly,7,16,,,,,,,,,,,,,,,,
24,mono,7,1,,,,,,,,,,,,,,,,
24,mono,7,2,,,,,,,,,,,,,,,,
24,mono,7,3,,,,,,,,,,,,,,,,
24,mono,7,4,,,,,,,,,,,,,,,,
24,mono,7,5,,,,,,,,,,,,,,,,
24,mono,7,6,,,,,,,,,,,,,,,,
24,mono,7,7,,,,,,,,,,,,,,,,
24,mono,7,8,,,,,,,,,,,,,,,,
24,mono,7,9,,,,,,,,,,,,,,,,
24,mono,7,10,,,,,,,,,,,,,,,,
24,mono,7,11,,,,,,,,,,,,,,,,
24,mono,7,12,,,,,,,,,,,,,,,,
24,mono,7,13,,,,,,,,,,,,,,,,
24,mono,7,14,,,,,,,,,,,,,,,,
24,mono,7,15,,,,,,,,,,,,,,,,
24,mono,7,16,,,,,,,,,,,,,,,,
24,poly,7,1,,,,,,,,,,,,,,,,
24,poly,7,2,,,,,,,,,,,,,,,,
24,poly,7,3,,,,,,,,,,,,,,,,
24,poly,7,4,,,,,,,,,,,,,,,,
24,poly,7,5,,,,,,,,,,,,,,,,
24,poly,7,6,,,,,,,,,,,,,,,,
24,poly,7,7,,,,,,,,,,,,,,,,
24,poly,7,8,,,,,,,,,,,,,,,,
24,poly,7,9,,,,,,,,,,,,,,,,
24,poly,7,10,,,,,,,,,,,,,,,,
24,poly,7,11,,,,,,,,,,,,,,,,
24,poly,7,12,,,,,,,,,,,,,,,,
24,poly,7,13,,,,,,,,,,,,,,,,
24,poly,7,14,,,,,,,,,,,,,,,,
24,poly,7,15,,,,,,,,,,,,,,,,
24,poly,7,16,,,,,,,,,,,,,,,,
48,mono,7,1,,,,,,,,,,,,,,,,
48,mono,7,2,,,,,,,,,,,,,,,,
48,mono,7,3,,,,,,,,,,,,,,,,
48,mono,7,4,,,,,,,,,,,,,,,,
48,mono,7,5,,,,,,,,,,,,,,,,
48,mono,7,6,,,,,,,,,,,,,,,,
48,mono,7,7,,,,,,,,,,,,,,,,
48,mono,7,8,,,,,,,,,,,,,,,,
48,mono,7,9,,,,,,,,,,,,,,,,
48,mono,7,10,,,,,,,,,,,,,,,,
48,mono,7,11,,,,,,,,,,,,,,,,
48,mono,7,12,,,,,,,,,,,,,,,,
48,mono,7,13,,,,,,,,,,,,,,,,
48,mono,7,14,,,,,,,,,,,,,,,,
48,mono,7,15,,,,,,,,,,,,,,,,
48,mono,7,16,,,,,,,,,,,,,,,,
48,poly,7,1,,,,,,,,,,,,,,,,
48,poly,7,2,,,,,,,,,,,,,,,,
48,poly,7,3,,,,,,,,,,,,,,,,
48,poly,7,4,,,,,,,,,,,,,,,,
48,poly,7,5,,,,,,,,,,,,,,,,
48,poly,7,6,,,,,,,,,,,,,,,,
48,poly,7,7,,,,,,,,,,,,,,,,
48,poly,7,8,,,,,,,,,,,,,,,,
48,poly,7,9,,,,,,,,,,,,,,,,
48,poly,7,10,,,,,,,,,,,,,,,,
48,poly,7,11,,,,,,,,,,,,,,,,
48,poly,7,12,,,,,,,,,,,,,,,,
48,poly,7,13,,,,,,,,,,,,,,,,
48,poly,7,14,,,,,,,,,,,,,,,,
48,poly,7,15,,,,,,,,,,,,,,,,
48,poly,7,16,,,,,,,,,,,,,,,,
